,mgr_r
2003-04,0.014629806393787945
2003-05,0.21637607493001612
2003-06,0.05984692788310356
2003-07,-0.05364780243601563
2003-08,-0.0028874799390841257
2003-09,0.03930050074222573
2003-10,0.044822978704496634
2003-11,0.06729917325093536
2003-12,0.04834936920174787
2004-01,0.0024612784272708523
2004-02,0.03239257849146874
2004-03,-0.024631636442782396
2004-04,0.012163551938982288
2004-05,-0.053296351239504804
2004-06,0.02182306459493918
2004-07,-0.03747972502178429
2004-08,0.01721527557849559
2004-09,-0.04913824615086091
2004-10,0.0010555025332143822
2004-11,0.08703425338602186
2004-12,0.038246898868474155
2005-01,0.02444685924515017
2005-02,0.025085121278618196
2005-03,0.0014607108466665943
2005-04,0.004027027882153169
2005-05,0.025576957278360454
2005-06,-0.024950632167913864
2005-07,0.028650023099622206
2005-08,0.02834925904272403
2005-09,0.021227605411221304
2005-10,0.020509848257563718
2005-11,-0.0018315589457256719
2005-12,0.014448291626850794
2006-01,-0.00817293782072348
2006-02,0.004131923645566708
