,mgr_r
2006-03,-0.008568244183070946
2006-04,0.011112017709337667
2006-05,0.019685692327828658
2006-06,0.0029969868070577003
2006-07,0.06245215054929876
2006-08,0.012872993661577762
2006-09,-0.036879104292292235
2006-10,0.02790004957182417
2006-11,0.016061323467313145
2006-12,0.019999821763581692
2007-01,0.0106348283228943
2007-02,-0.029838752841220458
2007-03,0.030284512914189293
2007-04,0.025689495877508566
2007-05,0.023016038431008887
2007-06,-0.009478881730126431
2007-07,-0.025416840349296484
2007-08,0.021280076089749585
2007-09,0.03734983210205155
2007-10,0.035826253440113816
2007-11,0.04535261693132326
2007-12,-0.014425494859539399
2008-01,-0.030900515206370813
2008-02,-0.008526978859096212
2008-03,0.020977813827408147
2008-04,-0.06873292319951889
2008-05,0.0638320284846334
2008-06,-0.05686377554333303
2008-07,0.032627938301042804
2008-08,0.013463762345786095
2008-09,-0.03592647873525795
2008-10,-0.08024022505240772
2008-11,-0.0251897095947736
2008-12,-0.008103209774572484
2009-01,-0.02578165397770936
2009-02,-0.06205855837732863
2009-03,0.04110156836430595
2009-04,0.0036430674488400535
2009-05,0.06931598754551253
2009-06,0.008330349431065039
2009-07,0.03829395144489403
2009-08,-0.014969493368126151
2009-09,0.0516974538116078
2009-10,0.0014205894833557455
2009-11,0.021792246057746677
2009-12,0.024749064199252914
2010-01,-0.03032540653559167
2010-02,0.03680948610801545
2010-03,0.0382008048751585
2010-04,-0.007589634928202374
2010-05,-0.05673542634988765
2010-06,0.013127210892611676
2010-07,0.07299759416040014
2010-08,0.004229569456832853
2010-09,0.057011052662399725
2010-10,0.037696246713421616
2010-11,-0.016655582355755087
2010-12,0.02992238951138662
2011-01,-0.015167043276142704
2011-02,0.054737468610372285
2011-03,0.051152179503080354
2011-04,0.046701633062484454
2011-05,0.033664555801279035
2011-06,-0.029056828701269397
2011-07,0.021529964308649202
2011-08,0.007269215703596169
2011-09,-0.03118021645688568
2011-10,0.05076121323589694
2011-11,0.020833629491860954
2011-12,0.01785746150512865
2012-01,-0.029866715710522514
2012-02,0.05565286602969938
2012-03,0.05149901135920048
2012-04,0.0015626721242325264
2012-05,-0.023602920379558766
2012-06,0.036965508521339285
2012-07,0.021188659802559393
2012-08,-0.0017915942254886612
2012-09,0.002048307220212705
2012-10,-0.02738202521667273
2012-11,0.02803079249075093
2012-12,-0.044330269090235914
2013-01,0.050969950554608665
2013-02,0.01209264928509329
2013-03,0.030181051763403747
2013-04,0.021489867079749835
2013-05,-0.02586753877252325
2013-06,-0.005036528509545278
2013-07,0.025267699074001275
2013-08,-0.018305327689162914
2013-09,0.029040520954689036
2013-10,0.04863911378647131
2013-11,-0.010753637022732899
2013-12,-0.00044914149786211277
2014-01,-0.03955401309993559
2014-02,0.018606274790826202
2014-03,0.0431677291560555
2014-04,0.0338277262357467
2014-05,0.015793262139376516
2014-06,0.0016811729629271227
2014-07,-0.03335678958195581
2014-08,0.05077686925583944
2014-09,0.009323300788230807
2014-10,0.03443576857786235
2014-11,0.01187207868472231
2014-12,-0.02540923956457429
2015-01,0.017132630039748385
2015-02,0.05238167199379767
2015-03,-0.04553317587306297
2015-04,0.04499443337891321
2015-05,0.022617264809512518
2015-06,-0.02628626816977468
2015-07,0.04787147919984125
2015-08,-0.02165881091850585
2015-09,0.021071506257312564
2015-10,0.07053227873184682
2015-11,-0.0018126082525578239
2015-12,0.008444349520928108
2016-01,0.02823281341410315
2016-02,-0.0031520991936939053
2016-03,0.04299186850125384
2016-04,-0.00699936903999948
2016-05,0.006086299537926169
2016-06,0.037445315797273636
2016-07,-0.02045766831323012
2016-08,-0.01335349652336134
2016-09,-0.01686823201737452
2016-10,0.010156066620014647
2016-11,-0.03711860220490783
2016-12,0.02870478351924713
2017-01,0.029044570235188593
2017-02,0.06383892927533615
2017-03,-0.0013632312943555169
2017-04,0.008783015137229816
2017-05,0.05319057392621318
2017-06,-0.0042026753930464724
2017-07,-0.01927667387199643
2017-08,-0.01033785250816827
2017-09,-0.01158150462291237
2017-10,-0.00512187749911988
2017-11,0.0012993088356704346
2017-12,0.033044232390363575
2018-01,0.007152928394419954
2018-02,-0.0476179406404731
2018-03,0.004738225717641889
2018-04,-0.09397959639842712
2018-05,-0.0200961405346027
2018-06,0.028302314936268273
2018-07,0.029124171148555252
2018-08,-0.0374797383568534
2018-09,0.03892881825055264
2018-10,0.039444859405514045
2018-11,-0.025895643619035444
2018-12,-0.10060547595654366
